Country,Year,Month,AverageTicketPrice,Visitors
ICELAND,2015,JULY,689.97,79.5
ICELAND,2015,AUGUST,346.83,68.63
ICELAND,2015,SEPTEMBER,521.62,52.38
ICELAND,2015,OCTOBER,783.33,78.32
ICELAND,2015,NOVEMBER,929.98,87.27
ICELAND,2015,DECEMBER,820.13,85.86
ICELAND,2016,JANUARY,897.92,5.56
ICELAND,2016,FEBRUARY,547.57,30.88
ICELAND,2016,MARCH,1366.86,68.76
ICELAND,2016,APRIL,1271.68,5.49
ICELAND,2016,MAY,557.7,58.54
ICELAND,2016,JUNE,470.98,3.02
ICELAND,2016,JULY,359.37,77.23
ICELAND,2016,AUGUST,1376.57,55.94
ICELAND,2016,SEPTEMBER,1164.28,28.33
ICELAND,2016,NOVEMBER,1112.72,36.25
ICELAND,2016,DECEMBER,912.38,5.47
ICELAND,2017,JANUARY,840.94,57.47
ICELAND,2017,FEBRUARY,328.76,79.84
ICELAND,2017,MARCH,1488.24,22.74
ICELAND,2017,APRIL,1408.26,69.83
ICELAND,2017,JUNE,1353.21,13.73
ICELAND,2017,AUGUST,995.73,24.12
ICELAND,2017,OCTOBER,953.34,73.17
ICELAND,2017,NOVEMBER,999.9,31.46
ICELAND,2017,DECEMBER,533.53,44.45
ICELAND,2018,JANUARY,744.47,59.55
ICELAND,2018,FEBRUARY,1154.9,34.33
ICELAND,2018,MARCH,669.26,42.49
ICELAND,2018,APRIL,1494.62,13.23
ICELAND,2018,MAY,1315.44,7.5
ICELAND,2018,JUNE,767.28,69.69
ICELAND,2018,JULY,1086.66,59.51
ICELAND,2018,SEPTEMBER,1039.86,56.41
ICELAND,2018,OCTOBER,956.76,26.54
ICELAND,2018,NOVEMBER,922.62,89.19
ICELAND,2018,DECEMBER,1392.02,76.86
ICELAND,2019,JANUARY,1205.21,15.9
ICELAND,2019,MARCH,333.22,44.47
ICELAND,2019,APRIL,329.46,51.07
ICELAND,2019,AUGUST,1371.56,49.71
ICELAND,2019,NOVEMBER,445.44,6.31
ICELAND,2019,DECEMBER,565.68,67.83
ICELAND,2020,JANUARY,1018.88,3.19
ICELAND,2020,FEBRUARY,554.51,66.06
ICELAND,2020,MARCH,279.04,76.12
ICELAND,2020,APRIL,216.92,10.34
ICELAND,2020,JUNE,1446.66,28.07
ICELAND,2020,AUGUST,1054.74,89.87
ICELAND,2020,SEPTEMBER,1361.51,13.37
ICELAND,2020,OCTOBER,974.16,44.37
ICELAND,2020,NOVEMBER,1325.23,43.74
ICELAND,2020,DECEMBER,473.18,59.98
ICELAND,2021,JANUARY,1365.24,26.32
ICELAND,2021,FEBRUARY,763.77,77.14
ICELAND,2021,MARCH,1072.77,48.33
ICELAND,2021,MAY,1074.37,60.82
ICELAND,2021,JUNE,753.23,64.69
ICELAND,2021,JULY,225.5,19.59
ICELAND,2021,SEPTEMBER,932.68,35.03
ICELAND,2021,OCTOBER,949.29,8.77
ICELAND,2021,NOVEMBER,270.2,41.51
ICELAND,2021,DECEMBER,1435.81,29.39
ICELAND,2022,FEBRUARY,1099.1,9.52
ICELAND,2022,MARCH,664.67,6.09
ICELAND,2022,APRIL,500.5,26.23
ICELAND,2022,MAY,950.39,39.96
ICELAND,2022,JULY,1038.69,84.96
ICELAND,2022,AUGUST,408.7,35.99
ICELAND,2022,SEPTEMBER,937.74,57.37
ICELAND,2022,OCTOBER,730.26,39.07
ICELAND,2022,NOVEMBER,678.69,43.46
ICELAND,2022,DECEMBER,1410.12,29.04
ICELAND,2023,FEBRUARY,1401.14,87.68
ICELAND,2023,MARCH,1335.28,69.03
ICELAND,2023,APRIL,618.05,14.73
ICELAND,2023,MAY,1474.93,31.9
ICELAND,2023,JUNE,1140.63,46.17
ICELAND,2023,JULY,746.56,37.48
ICELAND,2023,AUGUST,1487.0,72.84
ICELAND,2023,SEPTEMBER,769.73,31.19
ICELAND,2023,OCTOBER,724.05,84.52
ICELAND,2023,DECEMBER,1308.35,84.79
AFGHANISTAN,2015,JANUARY,642.54,24.57
AFGHANISTAN,2015,FEBRUARY,348.51,53.84
AFGHANISTAN,2015,MARCH,921.73,19.72
AFGHANISTAN,2015,MAY,1444.79,4.7
AFGHANISTAN,2015,JUNE,743.74,45.71
AFGHANISTAN,2015,JULY,388.51,82.92
AFGHANISTAN,2015,SEPTEMBER,529.72,49.62
AFGHANISTAN,2015,NOVEMBER,539.52,65.46
AFGHANISTAN,2015,DECEMBER,296.37,77.19
AFGHANISTAN,2016,JANUARY,952.33,62.47
AFGHANISTAN,2016,FEBRUARY,459.63,12.27
AFGHANISTAN,2016,MARCH,1261.66,71.22
AFGHANISTAN,2016,APRIL,541.14,61.87
AFGHANISTAN,2016,MAY,903.73,33.55
AFGHANISTAN,2016,JUNE,917.14,66.18
AFGHANISTAN,2016,JULY,1483.3,24.47
AFGHANISTAN,2016,SEPTEMBER,604.31,72.82
AFGHANISTAN,2016,OCTOBER,930.18,17.33
AFGHANISTAN,2016,NOVEMBER,299.99,11.67
AFGHANISTAN,2017,FEBRUARY,631.6,14.35
AFGHANISTAN,2017,MARCH,894.92,36.15
AFGHANISTAN,2017,APRIL,1332.02,20.79
AFGHANISTAN,2017,MAY,347.34,51.21
AFGHANISTAN,2017,JUNE,605.72,67.43
AFGHANISTAN,2017,JULY,864.22,23.31
AFGHANISTAN,2017,AUGUST,459.82,65.22
AFGHANISTAN,2017,DECEMBER,505.78,57.36
AFGHANISTAN,2018,JANUARY,753.71,42.76
AFGHANISTAN,2018,FEBRUARY,503.2,53.93
AFGHANISTAN,2018,MARCH,1120.41,63.09
AFGHANISTAN,2018,APRIL,1258.34,80.08
AFGHANISTAN,2018,MAY,314.03,40.39
AFGHANISTAN,2018,JUNE,1461.0,7.66
AFGHANISTAN,2018,AUGUST,901.73,56.2
AFGHANISTAN,2018,SEPTEMBER,697.66,88.22
AFGHANISTAN,2018,OCTOBER,634.79,64.21
AFGHANISTAN,2018,NOVEMBER,1309.11,24.89
AFGHANISTAN,2018,DECEMBER,1321.21,60.86
AFGHANISTAN,2019,FEBRUARY,638.78,53.63
AFGHANISTAN,2019,MARCH,1418.19,42.02
AFGHANISTAN,2019,APRIL,573.74,27.23
AFGHANISTAN,2019,JUNE,1010.66,63.52
AFGHANISTAN,2019,JULY,637.49,46.07
AFGHANISTAN,2019,AUGUST,610.84,86.83
AFGHANISTAN,2019,OCTOBER,293.12,36.19
AFGHANISTAN,2019,NOVEMBER,1421.74,66.66
AFGHANISTAN,2019,DECEMBER,893.31,29.59
AFGHANISTAN,2020,JANUARY,623.88,73.88
AFGHANISTAN,2020,FEBRUARY,1497.57,51.35
AFGHANISTAN,2020,MARCH,237.56,77.25
AFGHANISTAN,2020,APRIL,1475.98,5.4
AFGHANISTAN,2020,MAY,506.77,72.67
AFGHANISTAN,2020,JUNE,1356.59,75.25
AFGHANISTAN,2020,AUGUST,394.12,81.07
AFGHANISTAN,2020,SEPTEMBER,605.96,24.25
AFGHANISTAN,2020,NOVEMBER,1425.96,57.81
AFGHANISTAN,2020,DECEMBER,467.89,57.25
AFGHANISTAN,2021,JANUARY,394.34,61.78
AFGHANISTAN,2021,FEBRUARY,418.19,48.31
AFGHANISTAN,2021,MARCH,804.82,28.96
AFGHANISTAN,2021,APRIL,447.31,47.34
AFGHANISTAN,2021,JUNE,737.28,35.95
AFGHANISTAN,2021,JULY,368.28,23.22
AFGHANISTAN,2021,AUGUST,818.37,33.05
AFGHANISTAN,2021,SEPTEMBER,609.45,62.11
AFGHANISTAN,2021,OCTOBER,1080.24,47.79
AFGHANISTAN,2021,NOVEMBER,873.97,25.92
AFGHANISTAN,2021,DECEMBER,472.56,13.4
AFGHANISTAN,2022,JANUARY,739.59,60.84
AFGHANISTAN,2022,FEBRUARY,1009.96,83.19
AFGHANISTAN,2022,MARCH,801.43,46.9
AFGHANISTAN,2022,APRIL,1113.5,58.0
AFGHANISTAN,2022,MAY,287.59,14.07
AFGHANISTAN,2022,JUNE,203.81,6.68
AFGHANISTAN,2022,JULY,568.02,68.17
AFGHANISTAN,2022,AUGUST,1376.38,34.54
AFGHANISTAN,2022,SEPTEMBER,424.34,80.37
AFGHANISTAN,2022,OCTOBER,952.45,7.78
AFGHANISTAN,2022,NOVEMBER,500.61,71.76
AFGHANISTAN,2022,DECEMBER,1225.67,87.52
AFGHANISTAN,2023,JANUARY,509.34,71.9
AFGHANISTAN,2023,MARCH,381.49,75.99
AFGHANISTAN,2023,AUGUST,622.31,78.6
AFGHANISTAN,2023,SEPTEMBER,614.66,65.62
AFGHANISTAN,2023,OCTOBER,879.03,84.01
AFGHANISTAN,2023,NOVEMBER,1122.88,54.79
AFGHANISTAN,2023,DECEMBER,1091.01,71.22
LUXEMBOURG,2015,JANUARY,369.53,65.36
LUXEMBOURG,2015,FEBRUARY,1029.46,70.44
LUXEMBOURG,2015,MARCH,1168.32,53.44
LUXEMBOURG,2015,APRIL,1232.51,29.26
LUXEMBOURG,2015,MAY,200.57,58.48
LUXEMBOURG,2015,JUNE,1036.1,6.08
LUXEMBOURG,2015,JULY,610.87,20.66
LUXEMBOURG,2015,AUGUST,364.89,87.58
LUXEMBOURG,2015,SEPTEMBER,425.43,32.47
LUXEMBOURG,2015,OCTOBER,755.78,13.07
LUXEMBOURG,2015,NOVEMBER,1339.48,19.14
LUXEMBOURG,2015,DECEMBER,644.15,61.19
LUXEMBOURG,2016,FEBRUARY,671.21,63.21
LUXEMBOURG,2016,MARCH,1465.44,44.52
LUXEMBOURG,2016,APRIL,913.27,66.98
LUXEMBOURG,2016,JUNE,624.52,87.34
LUXEMBOURG,2016,JULY,835.28,50.67
LUXEMBOURG,2016,AUGUST,1170.92,65.94
LUXEMBOURG,2016,SEPTEMBER,809.0,21.82
LUXEMBOURG,2016,OCTOBER,565.55,60.6
LUXEMBOURG,2016,NOVEMBER,1487.95,39.07
LUXEMBOURG,2016,DECEMBER,934.49,29.53
LUXEMBOURG,2017,JANUARY,1048.79,2.53
LUXEMBOURG,2017,MARCH,1209.0,32.21
LUXEMBOURG,2017,APRIL,894.23,56.35
LUXEMBOURG,2017,JULY,1442.35,47.39
LUXEMBOURG,2017,AUGUST,1214.56,50.21
LUXEMBOURG,2017,SEPTEMBER,530.18,19.7
LUXEMBOURG,2017,DECEMBER,678.81,77.13
LUXEMBOURG,2018,MARCH,516.19,23.33
LUXEMBOURG,2018,MAY,1108.5,65.1
LUXEMBOURG,2018,JUNE,1181.48,28.27
LUXEMBOURG,2018,JULY,1276.3,87.98
LUXEMBOURG,2018,AUGUST,1491.27,78.22
LUXEMBOURG,2018,SEPTEMBER,1433.17,30.26
LUXEMBOURG,2018,OCTOBER,635.56,88.71
LUXEMBOURG,2018,NOVEMBER,795.11,51.38
LUXEMBOURG,2018,DECEMBER,294.67,2.82
LUXEMBOURG,2019,JANUARY,1419.72,58.94
LUXEMBOURG,2019,FEBRUARY,609.87,49.86
LUXEMBOURG,2019,MARCH,880.3,76.0
LUXEMBOURG,2019,APRIL,992.85,83.97
LUXEMBOURG,2019,MAY,1197.99,12.44
LUXEMBOURG,2019,JUNE,577.89,33.01
LUXEMBOURG,2019,JULY,1230.13,41.59
LUXEMBOURG,2019,AUGUST,541.02,24.95
LUXEMBOURG,2019,SEPTEMBER,491.24,21.87
LUXEMBOURG,2019,OCTOBER,1189.35,5.08
LUXEMBOURG,2020,JANUARY,224.24,8.05
LUXEMBOURG,2020,FEBRUARY,747.76,79.41
LUXEMBOURG,2020,MARCH,289.94,85.51
LUXEMBOURG,2020,APRIL,381.39,13.34
LUXEMBOURG,2020,MAY,337.03,7.33
LUXEMBOURG,2020,JUNE,384.49,77.04
LUXEMBOURG,2020,JULY,739.83,34.66
LUXEMBOURG,2020,AUGUST,1199.59,85.31
LUXEMBOURG,2020,SEPTEMBER,652.97,39.88
LUXEMBOURG,2020,OCTOBER,719.06,44.31
LUXEMBOURG,2020,NOVEMBER,757.68,18.46
LUXEMBOURG,2020,DECEMBER,614.91,76.89
LUXEMBOURG,2021,JANUARY,1166.7,82.07
LUXEMBOURG,2021,FEBRUARY,982.72,66.91
LUXEMBOURG,2021,MARCH,953.3,84.73
LUXEMBOURG,2021,APRIL,576.69,73.94
LUXEMBOURG,2021,MAY,1104.32,3.2
LUXEMBOURG,2021,JUNE,239.88,67.74
LUXEMBOURG,2021,AUGUST,935.02,37.72
LUXEMBOURG,2021,SEPTEMBER,732.02,35.72
LUXEMBOURG,2021,OCTOBER,930.45,64.09
LUXEMBOURG,2021,DECEMBER,1333.37,55.96
LUXEMBOURG,2022,JANUARY,1364.53,57.07
LUXEMBOURG,2022,FEBRUARY,829.05,87.13
LUXEMBOURG,2022,APRIL,769.1,41.65
LUXEMBOURG,2022,MAY,457.27,56.0
LUXEMBOURG,2022,JUNE,403.77,4.37
LUXEMBOURG,2022,SEPTEMBER,586.87,89.43
LUXEMBOURG,2022,OCTOBER,691.04,72.55
LUXEMBOURG,2022,NOVEMBER,1347.37,89.54
LUXEMBOURG,2022,DECEMBER,357.58,3.68
LUXEMBOURG,2023,JANUARY,587.01,73.69
LUXEMBOURG,2023,FEBRUARY,821.97,14.43
LUXEMBOURG,2023,MARCH,399.98,43.14
LUXEMBOURG,2023,APRIL,1221.01,19.41
LUXEMBOURG,2023,MAY,1242.85,27.76
LUXEMBOURG,2023,JUNE,1434.32,3.75
LUXEMBOURG,2023,JULY,1432.03,21.0
LUXEMBOURG,2023,AUGUST,806.97,71.96
LUXEMBOURG,2023,SEPTEMBER,662.54,4.47
LUXEMBOURG,2023,OCTOBER,1032.55,37.67
LUXEMBOURG,2023,NOVEMBER,873.92,24.24
LUXEMBOURG,2023,DECEMBER,1421.2,46.15
KENYA,2015,JANUARY,230.3,68.13
KENYA,2015,MAY,227.74,1.65
KENYA,2015,SEPTEMBER,757.78,69.51
KENYA,2016,OCTOBER,601.2,2.47
KENYA,2017,SEPTEMBER,1334.56,85.5
KENYA,2018,JULY,1131.78,79.23
KENYA,2018,DECEMBER,495.61,3.05
KENYA,2019,MARCH,873.72,29.55
KENYA,2019,MAY,474.04,5.01
KENYA,2019,OCTOBER,809.24,10.84
KENYA,2021,APRIL,217.61,70.62
KENYA,2021,MAY,1370.75,17.29
KENYA,2021,JULY,496.68,40.06
KENYA,2021,OCTOBER,1140.4,17.86
KENYA,2021,DECEMBER,735.45,77.44
KENYA,2022,AUGUST,595.18,66.4
KENYA,2022,SEPTEMBER,285.78,82.15
KENYA,2022,NOVEMBER,1130.51,47.72
KENYA,2023,APRIL,729.76,10.61
KENYA,2023,OCTOBER,725.44,67.37
KENYA,2023,DECEMBER,1270.3,40.91
NAURU,2015,JANUARY,1259.13,68.92
NAURU,2015,FEBRUARY,1256.64,7.52
NAURU,2015,APRIL,1138.38,80.8
NAURU,2015,MAY,519.86,1.92
NAURU,2015,JUNE,1050.98,64.35
NAURU,2015,JULY,489.72,79.24
NAURU,2015,AUGUST,1126.96,30.06
NAURU,2015,NOVEMBER,1468.17,20.87
NAURU,2015,DECEMBER,393.75,37.02
NAURU,2016,JANUARY,373.63,40.84
NAURU,2016,FEBRUARY,558.91,40.33
NAURU,2016,MARCH,1434.04,30.27
NAURU,2016,APRIL,814.38,4.57
NAURU,2016,MAY,367.15,89.56
NAURU,2016,JUNE,684.73,89.09
NAURU,2016,JULY,491.49,11.4
NAURU,2016,AUGUST,762.56,84.86
NAURU,2016,SEPTEMBER,588.97,6.2
NAURU,2016,OCTOBER,574.77,27.64
NAURU,2016,NOVEMBER,750.36,14.45
NAURU,2016,DECEMBER,1294.91,79.32
NAURU,2017,JANUARY,682.86,88.7
NAURU,2017,MARCH,1377.46,58.3
NAURU,2017,MAY,440.38,22.46
NAURU,2017,JUNE,234.05,69.44
NAURU,2017,AUGUST,1471.53,8.76
NAURU,2017,SEPTEMBER,479.35,12.37
NAURU,2017,OCTOBER,1490.91,56.15
NAURU,2017,NOVEMBER,878.92,15.44
NAURU,2017,DECEMBER,730.64,50.04
NAURU,2018,FEBRUARY,507.95,26.53
NAURU,2018,MARCH,318.53,8.54
NAURU,2018,APRIL,1099.43,62.72
NAURU,2018,MAY,1463.01,60.23
NAURU,2018,JUNE,981.2,6.96
NAURU,2018,JULY,1233.56,12.62
NAURU,2018,SEPTEMBER,1069.8,19.14
NAURU,2018,OCTOBER,632.63,46.68
NAURU,2018,NOVEMBER,593.9,49.67
NAURU,2018,DECEMBER,872.89,53.06
NAURU,2019,JANUARY,936.79,33.47
NAURU,2019,FEBRUARY,1441.02,49.67
NAURU,2019,APRIL,308.15,71.74
NAURU,2019,MAY,869.38,32.54
NAURU,2019,JUNE,1493.61,63.58
NAURU,2019,JULY,1077.67,62.42
NAURU,2019,AUGUST,359.0,56.2
NAURU,2019,SEPTEMBER,1060.82,66.26
NAURU,2019,OCTOBER,853.84,41.33
NAURU,2019,NOVEMBER,570.64,35.1
NAURU,2020,JANUARY,432.72,9.2
NAURU,2020,FEBRUARY,1334.07,84.2
NAURU,2020,MARCH,899.68,31.04
NAURU,2020,MAY,1070.54,34.45
NAURU,2020,JUNE,830.72,5.7
NAURU,2020,JULY,415.0,69.02
NAURU,2020,OCTOBER,952.2,76.51
NAURU,2020,DECEMBER,566.52,37.62
NAURU,2021,JANUARY,1352.46,52.41
NAURU,2021,FEBRUARY,699.34,15.88
NAURU,2021,MARCH,1064.54,19.1
NAURU,2021,APRIL,248.11,18.48
NAURU,2021,MAY,568.8,79.75
NAURU,2021,JULY,565.59,70.44
NAURU,2021,AUGUST,255.02,69.48
NAURU,2021,OCTOBER,408.92,24.16
NAURU,2021,NOVEMBER,312.27,25.22
NAURU,2021,DECEMBER,568.5,49.09
NAURU,2022,JANUARY,818.26,11.63
NAURU,2022,FEBRUARY,928.16,79.89
NAURU,2022,MARCH,795.24,6.85
NAURU,2022,APRIL,784.36,16.13
NAURU,2022,MAY,457.41,12.08
NAURU,2022,JUNE,1454.14,58.05
NAURU,2022,JULY,239.18,6.78
NAURU,2022,AUGUST,1102.23,58.37
NAURU,2022,OCTOBER,1040.22,36.1
NAURU,2022,DECEMBER,574.64,58.35
NAURU,2023,JANUARY,1160.95,56.8
NAURU,2023,FEBRUARY,802.09,15.32
NAURU,2023,MARCH,702.12,22.19
NAURU,2023,APRIL,524.04,12.95
NAURU,2023,MAY,1293.83,21.14
NAURU,2023,AUGUST,515.94,87.81
NAURU,2023,SEPTEMBER,795.04,43.31
NAURU,2023,OCTOBER,799.66,6.34
NAURU,2023,NOVEMBER,239.59,27.02
NAURU,2023,DECEMBER,1036.14,35.92
LIECHTENSTEIN,2015,JANUARY,289.76,45.26
LIECHTENSTEIN,2015,FEBRUARY,305.15,28.74
LIECHTENSTEIN,2015,MARCH,274.76,45.89
LIECHTENSTEIN,2015,APRIL,203.45,2.59
LIECHTENSTEIN,2015,MAY,216.89,39.01
LIECHTENSTEIN,2015,JUNE,1194.65,75.15
LIECHTENSTEIN,2015,JULY,1230.04,71.36
LIECHTENSTEIN,2015,OCTOBER,1453.57,24.16
LIECHTENSTEIN,2015,NOVEMBER,1411.22,72.51
LIECHTENSTEIN,2015,DECEMBER,954.67,9.97
LIECHTENSTEIN,2016,JANUARY,1432.31,9.9
LIECHTENSTEIN,2016,FEBRUARY,498.27,78.04
LIECHTENSTEIN,2016,MARCH,1278.16,22.81
LIECHTENSTEIN,2016,APRIL,730.8,68.7
LIECHTENSTEIN,2016,MAY,501.04,23.43
LIECHTENSTEIN,2016,JUNE,758.27,59.66
LIECHTENSTEIN,2016,AUGUST,1459.0,87.27
LIECHTENSTEIN,2016,SEPTEMBER,1158.36,64.39
LIECHTENSTEIN,2016,OCTOBER,430.67,14.86
LIECHTENSTEIN,2016,NOVEMBER,536.16,75.48
LIECHTENSTEIN,2016,DECEMBER,343.2,57.9
LIECHTENSTEIN,2017,JANUARY,1334.56,85.65
LIECHTENSTEIN,2017,FEBRUARY,385.15,48.64
LIECHTENSTEIN,2017,APRIL,1222.09,30.77
LIECHTENSTEIN,2017,MAY,1476.36,27.36
LIECHTENSTEIN,2017,JUNE,585.05,76.41
LIECHTENSTEIN,2017,JULY,1211.64,12.15
LIECHTENSTEIN,2017,AUGUST,928.97,42.57
LIECHTENSTEIN,2017,SEPTEMBER,701.05,14.44
LIECHTENSTEIN,2017,OCTOBER,389.95,34.69
LIECHTENSTEIN,2017,DECEMBER,560.72,40.65
LIECHTENSTEIN,2018,JANUARY,940.14,57.48
LIECHTENSTEIN,2018,FEBRUARY,768.97,34.19
LIECHTENSTEIN,2018,MARCH,210.84,28.8
LIECHTENSTEIN,2018,APRIL,876.48,28.02
LIECHTENSTEIN,2018,JUNE,381.68,70.55
LIECHTENSTEIN,2018,JULY,1103.83,9.69
LIECHTENSTEIN,2018,AUGUST,840.59,55.57
LIECHTENSTEIN,2018,OCTOBER,629.72,34.77
LIECHTENSTEIN,2018,NOVEMBER,203.97,68.29
LIECHTENSTEIN,2019,JANUARY,1338.84,14.32
LIECHTENSTEIN,2019,FEBRUARY,701.96,42.54
LIECHTENSTEIN,2019,MARCH,1494.15,35.48
LIECHTENSTEIN,2019,APRIL,756.46,80.61
LIECHTENSTEIN,2019,JUNE,712.32,71.61
LIECHTENSTEIN,2019,JULY,612.91,28.48
LIECHTENSTEIN,2019,SEPTEMBER,891.64,8.35
LIECHTENSTEIN,2019,OCTOBER,1103.72,71.12
LIECHTENSTEIN,2019,NOVEMBER,617.28,83.43
LIECHTENSTEIN,2019,DECEMBER,253.27,39.04
LIECHTENSTEIN,2020,JANUARY,268.78,53.25
LIECHTENSTEIN,2020,FEBRUARY,823.32,57.39
LIECHTENSTEIN,2020,MARCH,550.48,30.55
LIECHTENSTEIN,2020,APRIL,355.06,56.71
LIECHTENSTEIN,2020,MAY,272.87,35.13
LIECHTENSTEIN,2020,JUNE,608.7,37.69
LIECHTENSTEIN,2020,JULY,1446.3,64.4
LIECHTENSTEIN,2020,AUGUST,349.42,54.92
LIECHTENSTEIN,2020,SEPTEMBER,614.21,64.47
LIECHTENSTEIN,2020,OCTOBER,1314.45,38.29
LIECHTENSTEIN,2020,NOVEMBER,691.02,64.25
LIECHTENSTEIN,2021,FEBRUARY,816.93,51.47
LIECHTENSTEIN,2021,MARCH,1065.0,71.25
LIECHTENSTEIN,2021,APRIL,625.31,43.35
LIECHTENSTEIN,2021,MAY,417.87,46.35
LIECHTENSTEIN,2021,JUNE,530.64,40.04
LIECHTENSTEIN,2021,AUGUST,1217.3,77.09
LIECHTENSTEIN,2021,SEPTEMBER,565.96,44.64
LIECHTENSTEIN,2021,OCTOBER,1444.78,45.1
LIECHTENSTEIN,2021,DECEMBER,788.83,3.42
LIECHTENSTEIN,2022,JANUARY,316.16,49.91
LIECHTENSTEIN,2022,MARCH,1276.59,43.41
LIECHTENSTEIN,2022,APRIL,1452.66,83.54
LIECHTENSTEIN,2022,MAY,1378.13,48.07
LIECHTENSTEIN,2022,JUNE,1494.62,18.02
LIECHTENSTEIN,2022,JULY,246.77,56.45
LIECHTENSTEIN,2022,AUGUST,488.2,24.79
LIECHTENSTEIN,2022,SEPTEMBER,1321.71,28.83
LIECHTENSTEIN,2022,OCTOBER,1295.79,87.23
LIECHTENSTEIN,2022,NOVEMBER,376.29,20.56
LIECHTENSTEIN,2022,DECEMBER,351.7,41.93
LIECHTENSTEIN,2023,JANUARY,1135.8,60.03
LIECHTENSTEIN,2023,FEBRUARY,431.84,68.91
LIECHTENSTEIN,2023,MARCH,915.54,30.29
LIECHTENSTEIN,2023,APRIL,705.15,63.23
LIECHTENSTEIN,2023,MAY,1325.16,24.04
LIECHTENSTEIN,2023,JUNE,203.37,29.73
LIECHTENSTEIN,2023,JULY,1010.05,52.28
LIECHTENSTEIN,2023,AUGUST,689.64,38.17
LIECHTENSTEIN,2023,SEPTEMBER,587.42,31.8
LIECHTENSTEIN,2023,OCTOBER,1417.81,22.92
LIECHTENSTEIN,2023,NOVEMBER,510.06,76.2
LIECHTENSTEIN,2023,DECEMBER,682.93,35.77
LITHUANIA,2015,JUNE,1334.0,51.99
LITHUANIA,2016,MAY,435.37,14.16
LITHUANIA,2016,JULY,663.61,86.67
LITHUANIA,2017,JANUARY,478.77,88.22
LITHUANIA,2018,APRIL,293.34,15.08
LITHUANIA,2019,JUNE,887.37,67.22
LITHUANIA,2019,DECEMBER,1462.73,76.05
LITHUANIA,2020,MARCH,1298.6,78.86
LITHUANIA,2020,JULY,252.86,25.24
LITHUANIA,2020,SEPTEMBER,1460.88,51.2
LITHUANIA,2021,MARCH,969.85,18.47
LITHUANIA,2021,APRIL,607.75,76.46
LITHUANIA,2021,DECEMBER,1000.35,68.64
LITHUANIA,2022,JANUARY,554.23,53.89
LITHUANIA,2022,MAY,257.03,31.74
TAJIKISTAN,2015,MARCH,631.97,7.38
TAJIKISTAN,2015,APRIL,864.58,4.3
TAJIKISTAN,2015,MAY,835.97,29.94
TAJIKISTAN,2015,JULY,228.87,1.51
TAJIKISTAN,2015,AUGUST,1158.53,12.15
TAJIKISTAN,2015,SEPTEMBER,1363.15,23.83
TAJIKISTAN,2015,OCTOBER,1005.84,7.59
TAJIKISTAN,2015,NOVEMBER,850.56,85.16
TAJIKISTAN,2016,JANUARY,1376.78,49.45
TAJIKISTAN,2016,MARCH,970.29,7.19
TAJIKISTAN,2016,MAY,459.52,24.78
TAJIKISTAN,2016,JUNE,869.4,63.96
TAJIKISTAN,2016,JULY,1193.37,50.45
TAJIKISTAN,2016,AUGUST,404.72,75.34
TAJIKISTAN,2016,SEPTEMBER,747.62,46.76
TAJIKISTAN,2016,OCTOBER,1186.0,20.18
TAJIKISTAN,2016,DECEMBER,747.05,36.88
TAJIKISTAN,2017,JANUARY,1154.3,34.63
TAJIKISTAN,2017,MARCH,740.16,4.62
TAJIKISTAN,2017,APRIL,418.97,57.93
TAJIKISTAN,2017,MAY,1259.37,51.59
TAJIKISTAN,2017,JUNE,1162.16,46.22
TAJIKISTAN,2017,JULY,1044.69,23.15
TAJIKISTAN,2017,AUGUST,1333.57,73.58
TAJIKISTAN,2017,SEPTEMBER,280.21,7.95
TAJIKISTAN,2017,OCTOBER,227.68,41.96
TAJIKISTAN,2017,NOVEMBER,329.92,73.56
TAJIKISTAN,2017,DECEMBER,1324.33,16.07
TAJIKISTAN,2018,JANUARY,633.94,30.37
TAJIKISTAN,2018,FEBRUARY,1413.62,70.38
TAJIKISTAN,2018,MARCH,787.93,41.88
TAJIKISTAN,2018,MAY,1053.23,44.77
TAJIKISTAN,2018,JUNE,241.15,37.18
TAJIKISTAN,2018,JULY,432.63,2.46
TAJIKISTAN,2018,AUGUST,1179.01,36.39
TAJIKISTAN,2018,SEPTEMBER,1219.65,21.8
TAJIKISTAN,2018,OCTOBER,878.18,4.72
TAJIKISTAN,2018,NOVEMBER,462.43,33.47
TAJIKISTAN,2019,JANUARY,1454.36,26.11
TAJIKISTAN,2019,MARCH,1062.54,31.46
TAJIKISTAN,2019,APRIL,1045.11,43.32
TAJIKISTAN,2019,MAY,798.95,57.55
TAJIKISTAN,2019,JULY,1199.01,77.41
TAJIKISTAN,2019,AUGUST,243.7,75.19
TAJIKISTAN,2019,SEPTEMBER,362.57,74.35
TAJIKISTAN,2019,DECEMBER,649.32,68.92
TAJIKISTAN,2020,JANUARY,1238.77,16.61
TAJIKISTAN,2020,FEBRUARY,593.6,67.51
TAJIKISTAN,2020,MARCH,1020.67,12.95
TAJIKISTAN,2020,APRIL,871.7,4.92
TAJIKISTAN,2020,MAY,1490.7,71.8
TAJIKISTAN,2020,AUGUST,1361.98,60.6
TAJIKISTAN,2020,SEPTEMBER,356.52,27.12
TAJIKISTAN,2020,DECEMBER,596.68,79.25
TAJIKISTAN,2021,JANUARY,812.1,54.06
TAJIKISTAN,2021,FEBRUARY,1337.42,85.39
